MIASTO;Region;KOD POCZTOWY;NR_KIER;ULICA;PARZYSTE_OD;PARZYSTE_DO;NIEPARZYSTE_OD;NIEPARZYSTE_DO;POD;NOD
KOSZALIN;ZACHODNIOPOMORSKIE;75-707;094;WOJSKA POLSKIEGO;0;0;47;65;     0 ;    47 
KOSZALIN;ZACHODNIOPOMORSKIE;75-708;094;4 MARCA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-708;094; MARCA;4;4;0;0;     4 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-709;094;WOJSKA POLSKIEGO;0;0;67;koniec;     0 ;    67 
KOSZALIN;ZACHODNIOPOMORSKIE;75-710;094;SEZAMKOWA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-710;094;KUBUSIA PUCHATKA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-710;094;BAJKOWA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-711;094;WOJSKA POLSKIEGO;2;22;0;0;     2 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-712;094;WOJSKA POLSKIEGO;24;46;0;0;    24 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-713;094;KORCZAKA JANUSZA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-713;094;BOYA ØELE—SKIEGO TADEUSZA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-714;094;KASPROWICZA JANA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-715;094;WOJSKA POLSKIEGO;48;58;0;0;    48 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-716;094;KONOPNICKIEJ MARII;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-717;094;WOJSKA POLSKIEGO;60;64;0;0;    60 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-718;094;WOJSKA POLSKIEGO;66;koniec;0;0;    66 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-719;094;KAMIENIARSKA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-720;094;SZPITALNA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-721;094;MODRZEJEWSKIEJ HELENY;0;0;1;45;     0 ;     1 
KOSZALIN;ZACHODNIOPOMORSKIE;75-721;094;FINDERA PAW£A;0;0;1;45;     0 ;     1 
KOSZALIN;ZACHODNIOPOMORSKIE;75-722;094;GOMU£KI W£ADYS£AWA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-723;094;MODRZEJEWSKIEJ HELENY;0;0;47;47;     0 ;    47 
KOSZALIN;ZACHODNIOPOMORSKIE;75-723;094;FINDERA PAW£A;0;0;47;47;     0 ;    47 
KOSZALIN;ZACHODNIOPOMORSKIE;75-724;094;RZECZNA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-726;094;FINDERA PAW£A;0;0;49;69;     0 ;    49 
KOSZALIN;ZACHODNIOPOMORSKIE;75-726;094;MODRZEJEWSKIEJ HELENY;0;0;49;69;     0 ;    49 
KOSZALIN;ZACHODNIOPOMORSKIE;75-727;094;ORLA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-728;094;MODRZEJEWSKIEJ HELENY;0;0;71;koniec;     0 ;    71 
KOSZALIN;ZACHODNIOPOMORSKIE;75-728;094;FINDERA PAW£A;0;0;71;koniec;     0 ;    71 
KOSZALIN;ZACHODNIOPOMORSKIE;75-729;094;MODRZEJEWSKIEJ HELENY;2;12;0;0;     2 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-729;094;FINDERA PAW£A;2;12;0;0;     2 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-731;094;FINDERA PAW£A;14;22;0;0;    14 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-731;094;MODRZEJEWSKIEJ HELENY;14;22;0;0;    14 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-732;094;MODRZEJEWSKIEJ HELENY;24;28;0;0;    24 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-732;094;FINDERA PAW£A;24;28;0;0;    24 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-733;094;LEGNICKA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-734;094;MODRZEJEWSKIEJ HELENY;30;64;0;0;    30 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-734;094;FINDERA PAW£A;30;64;0;0;    30 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-736;094;FINDERA PAW£A;66;68;0;0;    66 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-736;094;OKR ØNA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-736;094;GNIEèNIE—SKA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-736;094;MODRZEJEWSKIEJ HELENY;66;68;0;0;    66 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-737;094;MODRZEJEWSKIEJ HELENY;70;koniec;0;0;    70 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-737;094;FINDERA PAW£A;70;koniec;0;0;    70 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-738;094;STRAØACKA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-800;094; MAJA;0;0;1;1;     0 ;     1 
KOSZALIN;ZACHODNIOPOMORSKIE;75-800;094;1 MAJA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-801;094;GWIAèDZLSTY PLAC;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-801;094;PL GWIAèDZISTY;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-802;094;PO£CZY—SKA;0;0;1;21;     0 ;     1 
KOSZALIN;ZACHODNIOPOMORSKIE;75-803;094;CURIE SK£ODOWSKIEJ MARII;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-803;094;SK£ODOWSKIEJ CURIE MARII;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-804;094;PO£CZY—SKA;0;0;23;31;     0 ;    23 
KOSZALIN;ZACHODNIOPOMORSKIE;75-805;094;P£OWCE;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-806;094;PO£CZY—SKA;0;0;33;39;     0 ;    33 
KOSZALIN;ZACHODNIOPOMORSKIE;75-807;094;PO£CZY—SKA;0;0;41;51;     0 ;    41 
KOSZALIN;ZACHODNIOPOMORSKIE;75-808;094;PO£CZY—SKA;0;0;53;57;     0 ;    53 
KOSZALIN;ZACHODNIOPOMORSKIE;75-809;094;CHABR”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-809;094;KROKUS”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-809;094;£UBIN”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-809;094;MAK”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-810;094;WRZOS”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-810;094;STOKROTEK;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-810;094;NASTURCJI;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-810;094;PAPROCI;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-810;094;PODMIEJSKA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-810;094;BRATK”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-810;094;KACZE—C”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-810;094;JASKR”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-810;094;FIO£K”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-811;094;PO£CZY—SKA;0;0;59;koniec;     0 ;    59 
KOSZALIN;ZACHODNIOPOMORSKIE;75-812;094;PO£CZY—SKA;2;10;0;0;     2 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;R”Ø;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;SZAFIR”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;GOèDZIK”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;S£ONECZNIK”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;RUMIANK”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;IRYS”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;KONWALII;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;LAWENDY;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;MALW;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;NAGIETK”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-813;094;B£AWATK”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-814;094;ZAKOLE;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-814;094;SZEROKA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-815;094;PO£CZY—SKA;12;52;0;0;    12 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-816;094;PO£CZY—SKA;54;koniec;0;0;    54 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-817;094;SEMINARYJNA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-817;094;Z£OTYCH K£OS”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-818;094;ØYTNIA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-818;094;ZBOØOWA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-818;094;PSZENICZNA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-818;094;DZIA£KOWA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-819;094;SARZY—SKA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-819;094;JASK”£EK;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-819;094;SIKOREK;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-819;094;S£OWIK”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-819;094;SKOWRONK”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-820;094;KONSTYTUCJI 3 MAJA;0;0;1;9;     0 ;     1 
KOSZALIN;ZACHODNIOPOMORSKIE;75-820;094;KONSTYTUCJI3 MAJA;0;0;1;9;     0 ;     1 
KOSZALIN;ZACHODNIOPOMORSKIE;75-821;094;KONSTYTUCJI 3 MAJA;0;0;11;21;     0 ;    11 
KOSZALIN;ZACHODNIOPOMORSKIE;75-821;094;KONSTYTUCJI3 MAJA;0;0;11;21;     0 ;    11 
KOSZALIN;ZACHODNIOPOMORSKIE;75-823;094;KONSTYTUCJI 3 MAJA;0;0;23;koniec;     0 ;    23 
KOSZALIN;ZACHODNIOPOMORSKIE;75-823;094;KONSTYTUCJI3 MAJA;0;0;23;koniec;     0 ;    23 
KOSZALIN;ZACHODNIOPOMORSKIE;75-824;094;KRAKUSA I WANDY;0;0;1;9;     0 ;     1 
KOSZALIN;ZACHODNIOPOMORSKIE;75-825;094;KRAKUSA I WANDY;2;10;0;0;     2 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-826;094;KONSTYTUCJI3 MAJA;2;2;0;0;     2 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-826;094;KONSTYTUCJI 3 MAJA;2;2;0;0;     2 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-827;094;KONSTYTUCJI 3 MAJA;4;10;0;0;     4 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-827;094;KONSTYTUCJI3 MAJA;4;10;0;0;     4 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-828;094;KONSTYTUCJI3 MAJA;12;14;0;0;    12 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-828;094;KONSTYTUCJI 3 MAJA;12;14;0;0;    12 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-829;094;KONSTYTUCJI 3 MAJA;16;24;0;0;    16 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-829;094;KONSTYTUCJI3 MAJA;16;24;0;0;    16 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-831;094;KONSTYTUCJI 3 MAJA;26;koniec;0;0;    26 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-831;094;KONSTYTUCJI3 MAJA;26;koniec;0;0;    26 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-832;094;LECHICKA;0;0;1;5;     0 ;     1 
KOSZALIN;ZACHODNIOPOMORSKIE;75-833;094;LUTYK”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-834;094;LECHICKA;0;0;7;15;     0 ;     7 
KOSZALIN;ZACHODNIOPOMORSKIE;75-835;094;OBOTRYT”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-836;094;SKARGI PIOTRA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-837;094;LECHICKA;0;0;17;23;     0 ;    17 
KOSZALIN;ZACHODNIOPOMORSKIE;75-838;094;£UØYCKA;0;0;39;koniec;     0 ;    39 
KOSZALIN;ZACHODNIOPOMORSKIE;75-839;094;£UØYCKA;48;koniec;0;0;    48 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-841;094;POPRZECZNA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-842;094;LECHICKA;0;0;25;koniec;     0 ;    25 
KOSZALIN;ZACHODNIOPOMORSKIE;75-843;094;LECHICKA;2;10;0;0;     2 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-844;094;LECHICKA;12;52;0;0;    12 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-845;094;LECHICKA;54;koniec;0;0;    54 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-846;094;S£OWIA—SKA;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-847;094;WENED”W;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-848;094;LUBUSZAN;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-849;094;POLAN;0;0;0;0;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-900;094;;;;;;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-901;094;;;;;;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-902;094;;;;;;     0 ;     0 
KOSZALIN;ZACHODNIOPOMORSKIE;75-903;094;;;;;;     0 ;     0 
KOSZANOWO;ZACHODNIOPOMORSKIE;78-300;094;;;;;;     0 ;     0 
KOSZEWKO;ZACHODNIOPOMORSKIE;73-100;091;;;;;;     0 ;     0 
KOSZEWO;ZACHODNIOPOMORSKIE;73-100;091;;;;;;     0 ;     0 
KOåCIERNICA;ZACHODNIOPOMORSKIE;76-130;059;;;;;;     0 ;     0 
KOåCIERNICA;ZACHODNIOPOMORSKIE;78-200;094;;;;;;     0 ;     0 
KOåCINO;ZACHODNIOPOMORSKIE;72-002;091;;;;;;     0 ;     0 
KOåCIUSZKI;ZACHODNIOPOMORSKIE;72-221;091;;;;;;     0 ;     0 
KOT£OWO;ZACHODNIOPOMORSKIE;76-039;094;;;;;;     0 ;     0 
KOTU—;ZACHODNIOPOMORSKIE;78-625;067;;;;;;     0 ;     0 
KOWALEWICE;ZACHODNIOPOMORSKIE;76-104;059;;;;;;     0 ;     0 
KOWALEWICZKI;ZACHODNIOPOMORSKIE;76-104;059;;;;;;     0 ;     0 
KOWALKI;ZACHODNIOPOMORSKIE;78-220;094;;;;;;     0 ;     0 
KOWA—CZ;ZACHODNIOPOMORSKIE;78-230;094;;;;;;     0 ;     0 
KOZIA G”RA;ZACHODNIOPOMORSKIE;78-230;094;;;;;;     0 ;     0 
KOZIELICE;ZACHODNIOPOMORSKIE;72-410;091;;;;;;     0 ;     0 
KOZIELICE;ZACHODNIOPOMORSKIE;74-204;091;;;;;;     0 ;     0 
KOZY;ZACHODNIOPOMORSKIE;73-130;091;;;;;;     0 ;     0 
KRAJNIK;ZACHODNIOPOMORSKIE;74-100;091;;;;;;     0 ;     0 
KRAJNIK DOLNY;ZACHODNIOPOMORSKIE;74-131;091;;;;;;     0 ;     0 
KRAJNIK G”RNY;ZACHODNIOPOMORSKIE;74-131;091;;;;;;     0 ;     0 
KRASNE;ZACHODNIOPOMORSKIE;74-230;091;;;;;;     0 ;     0 
KRASNO£ KA;ZACHODNIOPOMORSKIE;72-220;091;;;;;;     0 ;     0 
KRAåNIK;ZACHODNIOPOMORSKIE;73-210;095;;;;;;     0 ;     0 
KRAåNIK KOSZALI—SKI;ZACHODNIOPOMORSKIE;76-039;094;;;;;;     0 ;     0 
KRAåNIK £OBESKI;ZACHODNIOPOMORSKIE;73-321;095;;;;;;     0 ;     0 
KR•G;ZACHODNIOPOMORSKIE;76-129;059;;;;;;     0 ;     0 
KR•GI;ZACHODNIOPOMORSKIE;78-446;094;;;;;;     0 ;     0 
KR•G£E;ZACHODNIOPOMORSKIE;78-411;094;;;;;;     0 ;     0 
KR•PIEL;ZACHODNIOPOMORSKIE;73-131;091;;;;;;     0 ;     0 
KRETLEWO;ZACHODNIOPOMORSKIE;72-410;091;;;;;;     0 ;     0 
KRETOMINO;ZACHODNIOPOMORSKIE;75-900;094;;;;;;     0 ;     0 
KR PA;ZACHODNIOPOMORSKIE;76-021;094;;;;;;     0 ;     0 
KR PA K KOSZALINA;ZACHODNIOPOMORSKIE;76-020;094;;;;;;     0 ;     0 
KR PA KRAJE—SKA;ZACHODNIOPOMORSKIE;78-640;067;;;;;;     0 ;     0 
KR PCEWO;ZACHODNIOPOMORSKIE;73-116;091;;;;;;     0 ;     0 
KR PSKO;ZACHODNIOPOMORSKIE;72-113;091;;;;;;     0 ;     0 
KR PSKO;ZACHODNIOPOMORSKIE;78-625;067;;;;;;     0 ;     0 
KR PSKO K GOLENIOWA;ZACHODNIOPOMORSKIE;72-113;091;;;;;;     0 ;     0 
KR ØNO;ZACHODNIOPOMORSKIE;78-540;094;;;;;;     0 ;     0 
KROKORZYCE;ZACHODNIOPOMORSKIE;72-112;091;;;;;;     0 ;     0 
KROSINKO;ZACHODNIOPOMORSKIE;78-220;094;;;;;;     0 ;     0 
KROSINO;ZACHODNIOPOMORSKIE;73-312;095;;;;;;     0 ;     0 
KROSINO;ZACHODNIOPOMORSKIE;78-300;094;;;;;;     0 ;     0 
KROSINO;ZACHODNIOPOMORSKIE;78-452;094;;;;;;     0 ;     0 
KR”LEWO;ZACHODNIOPOMORSKIE;76-106;059;;;;;;     0 ;     0 
KRUKOWO;ZACHODNIOPOMORSKIE;78-230;094;;;;;;     0 ;     0 
KRUPY;ZACHODNIOPOMORSKIE;76-104;059;;;;;;     0 ;     0 
KRUSZE;ZACHODNIOPOMORSKIE;74-312;095;;;;;;     0 ;     0 
KRUSZWIN;ZACHODNIOPOMORSKIE;74-300;095;;;;;;     0 ;     0 
KRYTNO;ZACHODNIOPOMORSKIE;76-145;059;;;;;;     0 ;     0 
KRZECKO;ZACHODNIOPOMORSKIE;78-314;094;;;;;;     0 ;     0 
KRZEKOWO;ZACHODNIOPOMORSKIE;70-900;091;;;;;;     0 ;     0 
KRZEMIENICA;ZACHODNIOPOMORSKIE;76-113;059;;;;;;     0 ;     0 
KRZEMIENNA;ZACHODNIOPOMORSKIE;72-211;091;;;;;;     0 ;     0 
KRZEMIENNA K NOWOGARDU;ZACHODNIOPOMORSKIE;72-211;091;;;;;;     0 ;     0 
KRZEMIE—;ZACHODNIOPOMORSKIE;73-130;091;;;;;;     0 ;     0 
KRZEMLIN;ZACHODNIOPOMORSKIE;74-230;091;;;;;;     0 ;     0 
KRZEMYKOWO;ZACHODNIOPOMORSKIE;72-405;091;;;;;;     0 ;     0 
KRZEPOCIN;ZACHODNIOPOMORSKIE;72-405;091;;;;;;     0 ;     0 
KRZEåNICA;ZACHODNIOPOMORSKIE;74-405;095;;;;;;     0 ;     0 
KRZ CIN;ZACHODNIOPOMORSKIE;73-231;095;;;;;;     0 ;     0 
KRZYM”W;ZACHODNIOPOMORSKIE;74-131;091;;;;;;     0 ;     0 
KRZYNKA;ZACHODNIOPOMORSKIE;74-320;095;;;;;;     0 ;     0 
KRZYNKI;ZACHODNIOPOMORSKIE;74-331;095;;;;;;     0 ;     0 
KRZYPNICA;ZACHODNIOPOMORSKIE;74-100;091;;;;;;     0 ;     0 
KRZYWICE;ZACHODNIOPOMORSKIE;72-221;091;;;;;;     0 ;     0 
KRZYWIEC;ZACHODNIOPOMORSKIE;73-112;091;;;;;;     0 ;     0 
KRZYWIN;ZACHODNIOPOMORSKIE;74-121;091;;;;;;     0 ;     0 
KRZYWIN GRYFI—SKI;ZACHODNIOPOMORSKIE;74-121;091;;;;;;     0 ;     0 
KRZYWNICA;ZACHODNIOPOMORSKIE;73-112;091;;;;;;     0 ;     0 
KRZYWOLAS;ZACHODNIOPOMORSKIE;78-452;094;;;;;;     0 ;     0 
KUCHAROWO;ZACHODNIOPOMORSKIE;78-446;094;;;;;;     0 ;     0 
KUKA—;ZACHODNIOPOMORSKIE;72-307;091;;;;;;     0 ;     0 
KUKINIA;ZACHODNIOPOMORSKIE;78-111;094;;;;;;     0 ;     0 
KUKINKA;ZACHODNIOPOMORSKIE;78-111;094;;;;;;     0 ;     0 
KUKU£OWO;ZACHODNIOPOMORSKIE;72-400;091;;;;;;     0 ;     0 
KULICE;ZACHODNIOPOMORSKIE;72-200;091;;;;;;     0 ;     0 
KUNOWO;ZACHODNIOPOMORSKIE;73-100;091;;;;;;     0 ;     0 
KUNOWO;ZACHODNIOPOMORSKIE;74-110;091;;;;;;     0 ;     0 
KURCEWO;ZACHODNIOPOMORSKIE;73-100;091;;;;;;     0 ;     0 
KUROWO;ZACHODNIOPOMORSKIE;78-430;094;;;;;;     0 ;     0 
KUROZW CZ;ZACHODNIOPOMORSKIE;76-022;094;;;;;;     0 ;     0 
KUR”W;ZACHODNIOPOMORSKIE;72-001;091;;;;;;     0 ;     0 
KURZYCKO;ZACHODNIOPOMORSKIE;74-133;091;;;;;;     0 ;     0 
KUSICE;ZACHODNIOPOMORSKIE;76-142;059;;;;;;     0 ;     0 
KUSIN;ZACHODNIOPOMORSKIE;72-343;091;;;;;;     0 ;     0 
KUSOWO;ZACHODNIOPOMORSKIE;78-411;094;;;;;;     0 ;     0 
KWAKOWO;ZACHODNIOPOMORSKIE;78-411;094;;;;;;     0 ;     0 
KWASOWO;ZACHODNIOPOMORSKIE;76-100;059;;;;;;     0 ;     0 
LASKA;ZACHODNIOPOMORSKIE;72-500;091;;;;;;     0 ;     0 
LASKI;ZACHODNIOPOMORSKIE;78-200;094;;;;;;     0 ;     0 
LASKI KOSZALI—SKIE;ZACHODNIOPOMORSKIE;76-039;094;;;;;;     0 ;     0 
LASKOWO;ZACHODNIOPOMORSKIE;74-210;091;;;;;;     0 ;     0 
LASK”WKO;ZACHODNIOPOMORSKIE;74-320;095;;;;;;     0 ;     0 
LASOCIN;ZACHODNIOPOMORSKIE;74-130;091;;;;;;     0 ;     0 
LASOCIN;ZACHODNIOPOMORSKIE;78-504;094;;;;;;     0 ;     0 
LEJKOWO K S£AWNA;ZACHODNIOPOMORSKIE;76-144;059;;;;;;     0 ;     0 
LEJK”WKO;ZACHODNIOPOMORSKIE;76-144;059;;;;;;     0 ;     0 
LEKOWO;ZACHODNIOPOMORSKIE;78-312;094;;;;;;     0 ;     0 
LEPINO;ZACHODNIOPOMORSKIE;78-314;094;;;;;;     0 ;     0 
LESI CIN;ZACHODNIOPOMORSKIE;73-321;095;;;;;;     0 ;     0 
LESI CINEK;ZACHODNIOPOMORSKIE;73-321;095;;;;;;     0 ;     0 
LESTKOWO;ZACHODNIOPOMORSKIE;72-207;091;;;;;;     0 ;     0 
LESTK”WKO;ZACHODNIOPOMORSKIE;72-207;091;;;;;;     0 ;     0 
LESZCZYN;ZACHODNIOPOMORSKIE;78-125;094;;;;;;     0 ;     0 
LETNIN;ZACHODNIOPOMORSKIE;74-211;091;;;;;;     0 ;     0 
LEWICE;ZACHODNIOPOMORSKIE;72-320;091;;;;;;     0 ;     0 
L DZIN;ZACHODNIOPOMORSKIE;72-350;091;;;;;;     0 ;     0 
LINIE;ZACHODNIOPOMORSKIE;74-202;091;;;;;;     0 ;     0 
LINOWNO;ZACHODNIOPOMORSKIE;78-500;094;;;;;;     0 ;     0 
LIN”WKO;ZACHODNIOPOMORSKIE;73-140;091;;;;;;     0 ;     0 
LIPCE;ZACHODNIOPOMORSKIE;78-300;094;;;;;;     0 ;     0 
LIPIANY;ZACHODNIOPOMORSKIE;74-240;091;;;;;;     0 ;     0 
LIPIE;ZACHODNIOPOMORSKIE;78-331;094;;;;;;     0 ;     0 
LIPINKI;ZACHODNIOPOMORSKIE;78-540;094;;;;;;     0 ;     0 
LIPNIK;ZACHODNIOPOMORSKIE;73-100;091;;;;;;     0 ;     0 
LIPNO;ZACHODNIOPOMORSKIE;78-320;094;;;;;;     0 ;     0 
LISIE POLE;ZACHODNIOPOMORSKIE;74-131;091;;;;;;     0 ;     0 
LISOWO;ZACHODNIOPOMORSKIE;72-310;091;;;;;;     0 ;     0 
LISOWO;ZACHODNIOPOMORSKIE;73-120;091;;;;;;     0 ;     0 
LISZKOWO;ZACHODNIOPOMORSKIE;76-131;059;;;;;;     0 ;     0 
LIåNICA;ZACHODNIOPOMORSKIE;78-221;094;;;;;;     0 ;     0 
LUBANOWO;ZACHODNIOPOMORSKIE;74-111;091;;;;;;     0 ;     0 
LUBCZYNA;ZACHODNIOPOMORSKIE;72-105;091;;;;;;     0 ;     0 
LUBIANA;ZACHODNIOPOMORSKIE;73-236;095;;;;;;     0 ;     0 
LUBIATOWO;ZACHODNIOPOMORSKIE;74-211;091;;;;;;     0 ;     0 
LUBIATOWO;ZACHODNIOPOMORSKIE;75-900;094;;;;;;     0 ;     0 
